RMSE,MSE,ME,MAPE,MPE,R2,Direct. Acc.
157.8767856301416,24925.079440905687,8.953159674071832,0.003943764691708089,0.0005401935621166544,0.9999185798465184,0.5092353062913907
219.0453359227282,47980.85918950084,11.77877399724237,0.005477709142845405,0.0007028445135662119,0.9998432688358838,0.5023023592715232
266.1325917328252,70826.55638243062,15.026304672416574,0.006713725758213629,0.0008947785514859918,0.9997686469529186,0.503880380794702
305.10585310648213,93089.58159983424,12.09654953351954,0.0077157892322428576,0.0007603116941992677,0.99969593127105,0.4945933360927152
339.84362349781594,115493.68843212529,18.65621741241641,0.008630891224898848,0.0011421788351480078,0.9996227571110827,0.5092999793046358
370.9511145491413,137604.72938525016,20.082328280239047,0.009432266040724786,0.0012481199161996602,0.9995505427025143,0.5070752276490066
398.97144046935654,159178.2103101933,8.748820749779735,0.010160118243945618,0.0006434381922261952,0.9994800867967291,0.4900662251655629
425.8701510828034,181365.38558328975,11.901754223505128,0.010890582722252542,0.0008309896733838231,0.9994076292492594,0.5100243170529801
450.62059306645426,203058.91889556297,20.955921419510535,0.011595600115564797,0.0013584731783368332,0.9993367864579072,0.5090930256622517
473.9853052408314,224662.06958424413,30.906573030101843,0.012301287114203007,0.001934400988806499,0.9992662410633297,0.5092999793046358
495.7463409492451,245764.4345645652,37.50113751436546,0.012942097933248126,0.002290709857887746,0.9991973342121333,0.5071787044701986
518.7715086198791,269123.8781557453,51.63106835063786,0.013661594830424053,0.003094938210992325,0.9991210595141026,0.5092741100993378
536.3024650600196,287620.3340294536,43.20019745856696,0.01413717971056312,0.002641577468766837,0.999060670983635,0.4900403559602649
556.7155233499527,309932.17393881176,49.824130195568124,0.014746172977021164,0.0030152479604692423,0.998987824363411,0.5090930256622517
574.0226974224053,329502.0571560942,44.871110840974985,0.015231049457662984,0.0027623072846219214,0.998923935409444,0.48971699089403975
592.5002718472639,351056.57213908155,48.114642255520685,0.015777310946934457,0.002954249704078503,0.9988535677075921,0.5079030422185431
610.6127172588978,372847.89047829463,53.118447646623416,0.016310775885695832,0.00324455644458897,0.9987824296224517,0.5092741100993378
629.0257380456601,395673.3791238874,59.21401128372449,0.01684483019879858,0.0036009019514781537,0.9987079178921264,0.5096104097682119
640.9301013192862,410791.39477715053,31.685835657768983,0.01709568040899716,0.0020848039935959643,0.9986585769345664,0.4900403559602649
657.8989041369765,432830.96806463465,34.723014631011786,0.017584229506378196,0.0022736018464912726,0.9985866363697299,0.5092741100993378
674.8441799257185,455414.6671796156,35.857130928539966,0.018060879228899006,0.0023713241500030405,0.9985129227717903,0.5032724544701986
692.8587452316447,480053.24084396905,48.50191971551781,0.01860880154668231,0.003075038876239472,0.9984325018698073,0.5088084644039735
709.3780261510145,503217.1839859095,54.50439589060691,0.019118641712244953,0.003434329527548673,0.9983568986028041,0.5092611754966887
726.1764006755053,527332.1648980321,62.14716395954279,0.019624891950711734,0.0038783612511468215,0.9982781911863692,0.5093387831125827
740.7653955810194,548733.3712903042,58.154349630677444,0.02003104431149039,0.0036887690176413248,0.9982083475414317,0.49319639900662254
756.4870996925906,572272.7320013075,60.702850869468364,0.020480948129043754,0.003836897465626593,0.9981315257905915,0.5080065190397351
771.9560308519539,595916.1135687028,63.30427234703732,0.020939169887349344,0.004004267887581649,0.9980543670808005,0.5092094370860927
786.9956894623789,619362.2152323651,64.61195344932082,0.021378347125766396,0.004089094420685591,0.9979778557904821,0.503957988410596
803.618327205994,645802.4158213601,75.40494002199335,0.021919175930125826,0.004713429160226506,0.9978915718915174,0.5091965024834437
819.1990269882945,671087.0458185683,82.04152143514793,0.022411583073118354,0.005105480843851812,0.9978090633807959,0.5092353062913907
834.5583697533406,696487.6725253535,87.78316205774297,0.022894363465844697,0.00544443548867312,0.9977261806933431,0.5093258485099338
848.7224964376658,720329.8759593836,89.89073613004678,0.02334601499589053,0.00559147922851959,0.9976483893529032,0.5094422599337748
862.2489077450874,743473.1789075963,89.52942537222744,0.023766893520566577,0.005581507085472287,0.9975728829306116,0.5016944329470199
876.1228208305256,767591.1971800373,92.38141991357593,0.024209955569904042,0.005750071878774622,0.9974941963685198,0.5051738410596026
890.8401269055147,793596.1317050335,100.19929893226511,0.024712098270565794,0.006214813352818789,0.9974093546661041,0.5092482408940397
905.2694294168292,819512.7398366715,107.3473464257674,0.025214163239853333,0.006636837904618729,0.9973248020288547,0.5092353062913907
918.5921689060544,843811.5727755292,111.9063585196083,0.025657702591042417,0.006903474529973176,0.9972455340108535,0.5071528352649006
930.473278420319,865780.5218542566,111.05735277950753,0.026026222247527143,0.00687258981772458,0.9971738751870476,0.49407595198675497
942.1876433179822,887717.5552210932,110.6360648620373,0.026400902119578733,0.006882908904449202,0.997102322227441,0.498021005794702
955.1378029039988,912288.2225362781,114.79990785701635,0.026831155066545428,0.0071249731177028194,0.9970221769227579,0.5066095819536424
967.7301103056503,936501.5663921862,118.10886042022213,0.02724895538978363,0.007325620024841027,0.9969432008456494,0.5057429635761589
978.7568623678925,957964.9956322417,116.07542789625253,0.02758183505231448,0.007219487633257086,0.9968732038098345,0.4910363203642384
991.6924767478819,983453.9684383483,121.1998752892446,0.02800019339171772,0.007521144838823609,0.9967900709366898,0.5086532491721855
1005.407838216587,1010844.9211473508,129.58803394965463,0.028482684426086712,0.00800541467669641,0.9967007344149822,0.5092482408940397
1018.9668772217351,1038293.4968750145,137.51787784776266,0.028960045590679235,0.008490711016097297,0.9966112158092321,0.5097526903973509
1034.9709106434902,1071164.7858782155,151.79746428388185,0.029515637416844896,0.00928726908127406,0.9965040033168892,0.5092741100993378
1045.5198965310562,1093111.8540423105,150.48467074601655,0.029846923582663113,0.009246968702605817,0.9964324461342127,0.4982667632450331
1057.6114242464093,1118541.9246965183,155.37585234363624,0.030260463423048937,0.009535008356174261,0.9963495250198185,0.5080841266556292
