RMSE,MSE,ME,MAPE,MPE,R2,Direct. Acc.
157.10299659698802,24681.351539753232,0.6298901729008782,0.003914084902825314,5.8271436138438324e-05,0.9999193760069947,0.5066613203642384
218.77532143534214,47862.64126913727,7.837670271253169,0.0054596205720941135,0.00048164465532809456,0.9998436549988786,0.5092870447019867
265.8702024574175,70686.96455474819,10.82751765408766,0.006683793836578221,0.0006728964969624382,0.9997691029258803,0.5092999793046358
305.1381453172472,93109.2877276495,8.170101183098081,0.007702356273132048,0.000540208886148114,0.9996958669027595,0.4969086299668874
339.4658412506288,115237.0573759971,11.47706438222642,0.008592335684570069,0.0007488311147420483,0.99962359535811,0.5091965024834437
370.132008351428,136997.70360626158,7.315700107247786,0.009388055753619331,0.0005523747787701048,0.999552525426272,0.492135761589404
399.6469539650718,159717.68781356025,13.397720904371056,0.010176244045115941,0.0009109094965084742,0.9994783247372341,0.5092870447019867
426.3240551659354,181752.20001312756,12.344425015178336,0.010906510429369487,0.0008804326500815296,0.9994063658463589,0.5005173841059603
450.951483987807,203357.24091080535,19.273031261476373,0.011612461819218716,0.0012963163795108347,0.9993358121042493,0.5092741100993378
474.2710752101911,224933.05278103077,27.730459652063917,0.012312601447484733,0.0017890281142994434,0.9992653560169901,0.5092611754966887
494.9157528047565,244941.60237429882,24.21038542919634,0.012896481856640492,0.0016181142899967481,0.9992000215792026,0.4932610720198676
516.0546720758466,266312.4245713096,30.209076185962555,0.013521852432170705,0.001971359866220403,0.9991302415324226,0.5094034561258278
537.2363221224983,288622.8658077088,40.887958344264106,0.014172991688248069,0.0025850730406658464,0.9990573968507671,0.5092870447019867
556.2686899965288,309434.85547045426,39.22325111505392,0.014706646123777051,0.0025096669412068852,0.9989894485046897,0.4945804014900662
575.1537866155351,330801.8782581885,40.70958220940619,0.015262289593731134,0.002612256035177554,0.9989196905453176,0.5074115273178808
592.5431622230648,351107.3990973093,37.509199065611135,0.01574807189866155,0.002448811440141784,0.9988534017238994,0.4909069743377483
610.0818928154562,372199.91594128974,41.45087538635431,0.016257330315339723,0.0026806097575501242,0.9987845456451564,0.5085885761589404
628.1019397844976,394512.0467610487,45.75876036118891,0.016780407514339103,0.0029476625059668467,0.9987117102543285,0.5083040149006622
646.1845263496585,417554.44209373253,52.96406355713347,0.017323502135506957,0.003362271361136472,0.9986364924708254,0.5093129139072847
663.0131472849778,439586.4334727317,56.06536414356962,0.017811726660934366,0.0035490171411008613,0.9985645771137666,0.5087567259933775
680.9308083018201,463666.7656945701,62.51978617539085,0.018337662714157963,0.003914369471542783,0.9984859769822255,0.5085239031456954
699.8690095774356,489816.63056690054,72.97551074519738,0.018932175875524884,0.004531623580031154,0.9984006218743549,0.5092741100993378
714.0536844363113,509872.6642570713,67.49190578929567,0.019329356210855637,0.004240141517284196,0.9983351671729551,0.48994981374172186
731.0841968322316,534484.1028578291,73.07164558526046,0.019844682913774774,0.004572900134294316,0.9982548391691143,0.507709023178808
745.6538754927884,555999.7020374148,70.69395355350017,0.020250152765789446,0.004455390042999765,0.9981846224683288,0.49267901490066224
763.5214724089883,582965.0388295895,80.80513108360344,0.020803145991970733,0.005030818954993248,0.99809661533893,0.5092482408940397
778.8769385937568,606649.2854731828,82.6374573649298,0.021250415904980814,0.005146583261279179,0.9980193238723534,0.5083816225165563
795.5260498153791,632861.695934861,90.38056379072839,0.021757920697194292,0.005589117662172759,0.9979337815863045,0.5092353062913907
808.7495964558342,654075.9097674747,85.79234322099208,0.022126466975373637,0.005352769809866679,0.9978645604298629,0.4900144867549669
826.2741440384837,682728.9611065289,98.53759646817156,0.022705452965087424,0.006081924551232675,0.9977710553478872,0.5092353062913907
837.6125789482486,701594.832412336,89.93119032693716,0.022998161520186487,0.0056156899223044465,0.9977095073777751,0.49009209437086093
853.3991079929427,728290.0375231503,96.61301137565991,0.023516033944698332,0.006011156301960021,0.9976224023692853,0.509739755794702
