RMSE,MSE,ME,MAPE,MPE,R2,Direct. Acc.
161.08641689175292,25948.833707023616,6.588106160765784,0.0034497726169014954,0.000347617854204232,0.9999225085504734,0.5077668817925293
226.73972619019432,51410.90343280429,21.830517754226488,0.004897846285379236,0.0010879204310711506,0.9998464744398774,0.5077808510043863
276.04233864136586,76199.3727225945,25.63376528346543,0.006004710268765913,0.0012576251213213695,0.999772455336531,0.5071522364708183
318.66315468218687,101546.20615200335,35.51512045287585,0.007007395585305061,0.001778546514652909,0.9996967723470911,0.5077668817925293
353.8030636973719,125176.6078816466,35.59574555007981,0.0078089792181790345,0.0018250615213510509,0.9996262183087504,0.5000558768474282
384.4698172481111,147817.04037479594,26.674838000343808,0.008458215914654755,0.0014089878858526562,0.9995586236262652,0.4917861034280446
414.9966404300724,172222.2115682468,28.38630247144218,0.009171682307469212,0.0015105261521009125,0.9994857628142055,0.507920543122957
442.1785240757947,195521.84715384818,22.51720537045254,0.009803053392890297,0.0012531196691529345,0.9994162062341808,0.4917861034280446
466.98604678240605,218075.96788945954,19.365572220124754,0.010395198512718954,0.0010879703393704755,0.9993488789251999,0.4970385270863018
489.7009636132698,239807.03376376495,15.154539075663477,0.010971973684545345,0.0008994037024578737,0.9992840121784891,0.49142290391976085
512.4977640691448,262653.95817587274,22.142672398269905,0.011551800850483306,0.001269081712511745,0.9992158167462065,0.5077948202162434
532.8579709068024,283937.6171589147,14.495886250198515,0.012051613237490112,0.000929405358714807,0.9991522914916656,0.4905149051490515
553.272642332025,306110.61675306095,15.676509154137438,0.01256768250738489,0.0009803367152249642,0.9990861142202766,0.5029894113374124
574.5190483260614,330072.1368894832,23.43240456292646,0.013110552895641985,0.0013807599763673553,0.9990146004588836,0.5077808510043863
595.0705728091468,354108.9866234061,31.01483950628126,0.013637739667671567,0.0017525128610911419,0.9989428641053291,0.5077808510043863
613.28592363113,376119.6241240882,23.803787961960406,0.01408472972736677,0.0014839995825853924,0.998877179118783,0.49357416254574915
632.4293520848502,399966.8853784634,31.617486886718492,0.014577732569808181,0.0019296045291960224,0.9988060136033916,0.5078926046992429
650.2507967863605,422826.0987212967,30.29128454267986,0.015003864562740898,0.001844785976272584,0.998737799959848,0.49944123152571734
668.9183255858994,447451.7263046434,36.69176179753987,0.015479536329174327,0.002133380718592853,0.9986643162695689,0.5069846059285336
685.8888971029572,470443.57916911104,32.80391375069941,0.01590420442839094,0.0019932501099133903,0.9985957129866708,0.49357416254574915
702.6311742697638,493690.5670557072,24.78816584887585,0.016301633652964467,0.0016127462830454558,0.9985263514195131,0.4917861034280446
719.3486652011219,517462.5021266357,19.802589925091805,0.01670812739543131,0.001362563062693669,0.9984554257592824,0.4918140418517587
735.6410827189605,541167.8025839245,19.86100714543583,0.01712563956930654,0.0013654207560045899,0.9983847023703754,0.5012153214315649
752.6633003847104,566502.0437460048,26.568830106100034,0.017553720933139737,0.001655007517263996,0.9983091195071196,0.5082697734193837
768.4861243492942,590570.9233173989,20.26818970308133,0.017938081573748817,0.0013344388736106143,0.9982373169683498,0.49177213421618754
784.1165383681712,614838.7457424836,9.45436101327572,0.018322723813280244,0.000812457596654136,0.9981649237906618,0.49175816500433045
800.3235848855902,640517.8405241226,12.527155828423286,0.018726677791893725,0.0009121505794862756,0.9980883222107635,0.5053641773531138
816.5649822378156,666778.370217044,17.53816208273501,0.019131157902524586,0.0011453132264169173,0.9980099890217978,0.5067610985388205
831.5765131023932,691519.4971435347,16.89506475676364,0.019528540437639384,0.0011425962438527959,0.99793619497674,0.49755538792501325
847.9578496274406,719032.5147447932,31.756429997215715,0.019970369105642777,0.0018523909783506164,0.9978541307336282,0.5077948202162434
861.2804989154097,741804.097811977,18.12937273195422,0.020325968122072137,0.0012976771246485587,0.9977862204062131,0.4931411169781801
876.1088797004675,767566.7690900081,21.324625970271935,0.020738423349350728,0.0014841099006494202,0.9977093862421964,0.5077668817925293
890.6652587511985,793284.6031463393,21.36028686676051,0.021123456598938002,0.001485098316607042,0.9976326895868751,0.5037018411421228
904.7901900310392,818645.287976404,24.803410517467967,0.02152272295067528,0.0017194903737555603,0.997557062569039,0.5061604224289665
918.7981942762706,844190.1218053355,31.074933566496124,0.021911957971125624,0.002005317371286227,0.9974808895503448,0.5079484815466712
934.0378781663303,872426.7578494606,49.17276184961488,0.02235454864230422,0.0028635149880062907,0.9973966864871996,0.5078227586399575
946.6220653472532,896093.3346022993,48.890199203165935,0.02271284248880044,0.0029019605255136056,0.9973261229272626,0.49810018718743887
958.7648227250639,919229.9852950233,45.98588104749706,0.023044420607069085,0.0027791071357944684,0.9972571460688109,0.49177213421618754
971.502697094758,943817.4904623891,49.1151361803534,0.023411213086696876,0.0029515514804884916,0.9971838440049682,0.5078227586399575
983.1775509519515,966638.0966958771,43.401882600665786,0.023731893829670492,0.0027112472533903365,0.9971158175725534,0.4913670270723326
